item,label,subject,matched_term
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900622788-19,"Venere e Marte (lunetta) di Folchi Ferdinando, Catani Ippolito (sec. XIX)",Venere e Marte,"['Venere', 'Marte']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0301934377,"Venere e Marte (calco, opera isolata) - ambito italiano (prima metà sec. XIX)",Venere e Marte,"['Venere', 'Marte']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0301933515,"Venere e Marte (calco, opera isolata) - ambito italiano (prima metà sec. XIX)",Venere e Marte,"['Venere', 'Marte']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500352321,"scena erotica: Venere e Marte (matrice) by Morghen Giovanni Elia, Campana Ferdinando (sec. XVIII)",scena erotica: Venere e Marte,"['Venere', 'Marte']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500350571,"Venere e Marte (matrice) di Morghen Giovanni Elia, Campana Ferdinando (sec. XVIII)",Venere e Marte,"['Venere', 'Marte']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1600144356-1,Venere e Marte (dipinto) - ambito salentino (sec. XVII),Venere e Marte,"['Venere', 'Marte']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1200145979,Venere e Marte (dipinto) di Buonvicini Nicola (sec. XVIII),Venere e Marte,"['Venere', 'Marte']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0300199355,"bagno di Venere e Marte (disegno, opera isolata) di Appiani Andrea (sec. XIX)",bagno di Venere e Marte,"['Venere', 'Marte']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500350354,"amorini presso il trono di Venere/ amorini presso il trono di Marte (matrice) by La Vega Francesco, Martano Francesco (sec. XVIII)",amorini presso il trono di Venere/ amorini presso il trono di Marte,"['Venere', 'Marte']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900297694,Venere e Marte (dipinto) by Varotari Alessandro detto il Padovanino (sec. XVII),Venere e Marte,"['Venere', 'Marte']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0800079274,Venere sul letto con Marte e amorini (stampa) di Mathab Jacob (sec. XVII),Venere sul letto con Marte e amorini,"['Venere', 'Marte']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0800233149,giardino con Venere e Marte (arazzo) - manifattura fiamminga (seconda metà sec. XVI),giardino con Venere e Marte,"['Venere', 'Marte']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0300183098,"Gli svaghi di Venere e Marte, bagno di Venere e Marte (dipinto, serie) by Appiani Andrea (sec. XVIII)",bagno di Venere e Marte,"['Venere', 'Marte']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0800083596,Venere e Marte scoperti da Apollo (stampa smarginata) by Bonasone Giulio (sec. XVI),Venere e Marte scoperti da Apollo,"['Venere', 'Marte', 'Apollo']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1600206167,Venere e Marte sorpresi da Cupido (dipinto) - ambito olandese (?) (metà sec. XVII),Venere e Marte sorpresi da Cupido,"['Venere', 'Marte', 'Cupido']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900643978,"Venere, Marte, Cupido e il Tempo (dipinto) di Barbieri Giovanni Francesco detto Guercino (maniera) (sec. XVII)","Venere, Marte, Cupido e il Tempo","['Venere', 'Marte', 'Cupido']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900477707,"Venere, Marte e Cupido (stampa, elemento d'insieme) di Lasinio Giovanni Paolo, Gozzini Vincenzo (sec. XIX)","Venere, Marte e Cupido","['Venere', 'Marte', 'Cupido']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0301933546,"Venere, Marte e Cupido nella fucina di Vulcano (calco, opera isolata) - ambito italiano (prima metà sec. XIX)","Venere, Marte e Cupido nella fucina di Vulcano","['Venere', 'Marte', 'Cupido', 'Vulcano']"
